NAICS CODE,NAICS DESCRIPTION,DATA TYPE,TOTAL,Employment Size of the Enterprise,,,,,,,,
3273,Cement & concrete product mfg,"Receipts ($1,000)","43,948,148","148,372","438,495","933,638","2,306,570","3,827,075","10,325,211","8,437,605","22,589,891","21,358,257"
32731,Cement mfg,Firms,136,5,22,25,20,72,21,12,105,31
32731,Cement mfg,Establishments,253,5,22,25,20,72,29,22,123,130
32731,Cement mfg,Employment,"16,905",0,47,178,268,493,735,"1,535","2,763","14,142"
32731,Cement mfg,"Annual Payroll ($1,000)","849,855",234,"2,823","6,704","10,829","20,590","26,274","79,705","126,569","723,286"
32731,Cement mfg,"Receipts ($1,000)","7,251,839","2,721","22,411","54,339","103,086","182,557","172,557","584,059","939,173","6,312,666"
327310,Cement mfg,Firms,136,5,22,25,20,72,21,12,105,31
327310,Cement mfg,Establishments,253,5,22,25,20,72,29,22,123,130
327310,Cement mfg,Employment,"16,905",0,47,178,268,493,735,"1,535","2,763","14,142"
327310,Cement mfg,"Annual Payroll ($1,000)","849,855",234,"2,823","6,704","10,829","20,590","26,274","79,705","126,569","723,286"
327310,Cement mfg,"Receipts ($1,000)","7,251,839","2,721","22,411","54,339","103,086","182,557","172,557","584,059","939,173","6,312,666"
32732,Ready-mix concrete mfg,Firms,"2,522",143,457,400,493,"1,493",807,153,"2,453",69
32732,Ready-mix concrete mfg,Establishments,"5,471",145,459,405,517,"1,526","1,322",887,"3,735","1,736"
32732,Ready-mix concrete mfg,Employment,"92,497",0,"1,094","2,712","6,640","10,446","31,148","19,564","61,158","31,339"
32732,Ready-mix concrete mfg,"Annual Payroll ($1,000)","3,735,056","14,967","36,409","90,023","236,988","378,387","1,228,744","800,567","2,407,698","1,327,358"
32732,Ready-mix concrete mfg,"Receipts ($1,000)","21,598,968","80,718","229,231","486,352","1,204,304","2,000,605","6,297,378","4,370,245","12,668,228","8,930,740"
327320,Ready-mix concrete mfg,Firms,"2,522",143,457,400,493,"1,493",807,153,"2,453",69
327320,Ready-mix concrete mfg,Establishments,"5,471",145,459,405,517,"1,526","1,322",887,"3,735","1,736"
327320,Ready-mix concrete mfg,Employment,"92,497",0,"1,094","2,712","6,640","10,446","31,148","19,564","61,158","31,339"
327320,Ready-mix concrete mfg,"Annual Payroll ($1,000)","3,735,056","14,967","36,409","90,023","236,988","378,387","1,228,744","800,567","2,407,698","1,327,358"
327320,Ready-mix concrete mfg,"Receipts ($1,000)","21,598,968","80,718","229,231","486,352","1,204,304","2,000,605","6,297,378","4,370,245","12,668,228","8,930,740"
32733,"Concrete pipe, brick, & block mfg",Firms,863,42,144,115,175,476,268,80,824,39
32733,"Concrete pipe, brick, & block mfg",Establishments,"1,350",42,144,115,176,477,339,177,993,357
32733,"Concrete pipe, brick, & block mfg",Employment,"32,248",0,336,793,"2,443","3,572","10,060","6,982","20,614","11,634"
32733,"Concrete pipe, brick, & block mfg","Annual Payroll ($1,000)","1,286,970","4,574","11,851","28,938","85,947","131,310","411,104","275,055","817,469","469,501"
32733,"Concrete pipe, brick, & block mfg","Receipts ($1,000)","6,522,157","25,516","60,360","128,596","420,866","635,338","1,820,809","1,369,632","3,825,779","2,696,378"
327331,Concrete block & brick mfg,Firms,671,35,122,90,143,390,191,56,637,34
327331,Concrete block & brick mfg,Establishments,959,35,122,90,144,391,249,122,762,197
327331,Concrete block & brick mfg,Employment,"19,642",0,285,620,"1,982","2,887","7,003","4,141","14,031","5,611"
327331,Concrete block & brick mfg,"Annual Payroll ($1,000)","780,697","4,232","9,381","21,412","67,664","102,689","278,906","169,144","550,739","229,958"
327331,Concrete block & brick mfg,"Receipts ($1,000)","4,095,163","23,517","47,749","101,112","335,968","508,346","1,303,456","879,800","2,691,602","1,403,561"
327332,Concrete pipe mfg,Firms,206,7,22,25,32,86,79,29,194,12
327332,Concrete pipe mfg,Establishments,391,7,22,25,32,86,90,55,231,160
327332,Concrete pipe mfg,Employment,"12,606",0,51,173,461,685,"3,057","2,841","6,583","6,023"
327332,Concrete pipe mfg,"Annual Payroll ($1,000)","506,273",342,"2,470","7,526","18,283","28,621","132,198","105,911","266,730","239,543"
327332,Concrete pipe mfg,"Receipts ($1,000)","2,426,994","1,999","12,611","27,484","84,898","126,992","517,353","489,832","1,134,177","1,292,817"
32739,Other concrete product mfg,Firms,"1,974",122,493,368,365,"1,348",447,117,"1,912",62
32739,Other concrete product mfg,Establishments,"2,291",122,493,369,369,"1,353",484,219,"2,056",235
32739,Other concrete product mfg,Employment,"61,032",0,"1,192","2,542","4,992","8,726","16,567","15,745","41,038","19,994"
32739,Other concrete product mfg,"Annual Payroll ($1,000)","2,122,222","7,868","31,065","68,338","159,254","266,525","558,056","566,679","1,391,260","730,962"
32739,Other concrete product mfg,"Receipts ($1,000)","8,575,184","39,417","126,493","264,351","578,314","1,008,575","2,034,467","2,113,669","5,156,711","3,418,473"
327390,Other concrete product mfg,Firms,"1,974",122,493,368,365,"1,348",447,117,"1,912",62
327390,Other concrete product mfg,Establishments,"2,291",122,493,369,369,"1,353",484,219,"2,056",235
327390,Other concrete product mfg,Employment,"61,032",0,"1,192","2,542","4,992","8,726","16,567","15,745","41,038","19,994"
327390,Other concrete product mfg,"Annual Payroll ($1,000)","2,122,222","7,868","31,065","68,338","159,254","266,525","558,056","566,679","1,391,260","730,962"
327390,Other concrete product mfg,"Receipts ($1,000)","8,575,184","39,417","126,493","264,351","578,314","1,008,575","2,034,467","2,113,669","5,156,711","3,418,473"
3274,Lime & gypsum product mfg,Firms,248,25,79,40,31,175,41,9,225,23
3274,Lime & gypsum product mfg,Establishments,378,25,79,40,33,177,46,12,235,143
3274,Lime & gypsum product mfg,Employment,"17,004",0,155,276,404,835,"1,477","1,041","3,353","13,651"
3274,Lime & gypsum product mfg,"Annual Payroll ($1,000)","702,943","2,041","3,405","7,794","10,971","24,211","45,642","42,572","112,425","590,518"
3274,Lime & gypsum product mfg,"Receipts ($1,000)","5,227,177","14,422","25,423","52,638","81,721","174,204","278,850","228,005","681,059","4,546,118"
32741,Lime mfg,Firms,41,2,7,5,4,18,10,4,32,9
32741,Lime mfg,Establishments,77,2,7,5,6,20,13,6,39,38
32741,Lime mfg,Employment,"4,393",[a],[a],33,56,100,480,345,925,"3,468"
32741,Lime mfg,"Annual Payroll ($1,000)","182,836",(D),(D),"1,409","2,099","4,558","19,422","16,352","40,332","142,504"
32741,Lime mfg,"Receipts ($1,000)","1,017,852",(D),(D),"5,668","12,467","23,059","109,251","72,854","205,164","812,688"
327410,Lime mfg,Firms,41,2,7,5,4,18,10,4,32,9
327410,Lime mfg,Establishments,77,2,7,5,6,20,13,6,39,38
327410,Lime mfg,Employment,"4,393",[a],[a],33,56,100,480,345,925,"3,468"
327410,Lime mfg,"Annual Payroll ($1,000)","182,836",(D),(D),"1,409","2,099","4,558","19,422","16,352","40,332","142,504"
327410,Lime mfg,"Receipts ($1,000)","1,017,852",(D),(D),"5,668","12,467","23,059","109,251","72,854","205,164","812,688"
32742,Gypsum product mfg,Firms,207,23,72,35,27,157,31,5,193,14
32742,Gypsum product mfg,Establishments,301,23,72,35,27,157,33,6,196,105
32742,Gypsum product mfg,Employment,"12,611",[a],[c],243,348,735,997,696,"2,428","10,183"
32742,Gypsum product mfg,"Annual Payroll ($1,000)","520,107",(D),(D),"6,385","8,872","19,653","26,220","26,220","72,093","448,014"
32742,Gypsum product mfg,"Receipts ($1,000)","4,209,325",(D),(D),"46,970","69,254","151,145","169,599","155,151","475,895","3,733,430"
327420,Gypsum product mfg,Firms,207,23,72,35,27,157,31,5,193,14
327420,Gypsum product mfg,Establishments,301,23,72,35,27,157,33,6,196,105
327420,Gypsum product mfg,Employment,"12,611",[a],[c],243,348,735,997,696,"2,428","10,183"
327420,Gypsum product mfg,"Annual Payroll ($1,000)","520,107",(D),(D),"6,385","8,872","19,653","26,220","26,220","72,093","448,014"
327420,Gypsum product mfg,"Receipts ($1,000)","4,209,325",(D),(D),"46,970","69,254","151,145","169,599","155,151","475,895","3,733,430"
3279,Other nonmetallic mineral product mfg,Firms,"2,565",188,672,503,505,"1,868",483,112,"2,463",102
3279,Other nonmetallic mineral product mfg,Establishments,"3,027",188,672,504,514,"1,878",526,231,"2,635",392
3279,Other nonmetallic mineral product mfg,Employment,"75,150",0,"1,573","3,417","6,859","11,849","17,164","13,783","42,796","32,354"
3279,Other nonmetallic mineral product mfg,"Annual Payroll ($1,000)","2,854,391","11,167","46,488","95,928","223,966","377,549","594,298","518,402","1,490,249","1,364,142"
3279,Other nonmetallic mineral product mfg,"Receipts ($1,000)","15,053,347","49,608","191,259","393,222","906,123","1,540,212","2,318,563","2,416,402","6,275,177","8,778,170"
32791,Abrasive product mfg,Firms,299,8,58,39,64,169,94,25,288,11
32791,Abrasive product mfg,Establishments,347,8,58,39,64,169,100,42,311,36
32791,Abrasive product mfg,Employment,"16,079",0,114,269,854,"1,237","3,637","4,652","9,526","6,553"
32791,Abrasive product mfg,"Annual Payroll ($1,000)","651,973","1,023","3,490","8,854","30,664","44,031","130,915","197,042","371,988","279,985"
32791,Abrasive product mfg,"Receipts ($1,000)","3,349,835","6,234","16,821","36,636","125,703","185,394","486,403","817,983","1,489,780","1,860,055"
327910,Abrasive product mfg,Firms,299,8,58,39,64,169,94,25,288,11
327910,Abrasive product mfg,Establishments,347,8,58,39,64,169,100,42,311,36
327910,Abrasive product mfg,Employment,"16,079",0,114,269,854,"1,237","3,637","4,652","9,526","6,553"
327910,Abrasive product mfg,"Annual Payroll ($1,000)","651,973","1,023","3,490","8,854","30,664","44,031","130,915","197,042","371,988","279,985"
327910,Abrasive product mfg,"Receipts ($1,000)","3,349,835","6,234","16,821","36,636","125,703","185,394","486,403","817,983","1,489,780","1,860,055"
32799,All other nonmetallic mineral product mfg,Firms,"2,273",180,614,464,441,"1,699",391,89,"2,179",94
32799,All other nonmetallic mineral product mfg,Establishments,"2,680",180,614,465,450,"1,709",426,189,"2,324",356
32799,All other nonmetallic mineral product mfg,Employment,"59,071",0,"1,459","3,148","6,005","10,612","13,527","9,131","33,270","25,801"
32799,All other nonmetallic mineral product mfg,"Annual Payroll ($1,000)","2,202,418","10,144","42,998","87,074","193,302","333,518","463,383","321,360","1,118,261","1,084,157"
32799,All other nonmetallic mineral product mfg,"Receipts ($1,000)","11,703,512","43,374","174,438","356,586","780,420","1,354,818","1,832,160","1,598,419","4,785,397","6,918,115"
327991,Cut stone & stone product mfg,Firms,"1,498",144,455,345,298,"1,242",223,22,"1,487",11
327991,Cut stone & stone product mfg,Establishments,"1,532",144,455,345,304,"1,248",231,35,"1,514",18
327991,Cut stone & stone product mfg,Employment,"19,843",0,"1,094","2,368","4,080","7,542","7,697","2,656","17,895","1,948"
327991,Cut stone & stone product mfg,"Annual Payroll ($1,000)","636,813","7,111","30,054","61,885","127,540","226,590","254,906","82,011","563,507","73,306"
327991,Cut stone & stone product mfg,"Receipts ($1,000)","2,107,037","25,240","97,486","222,106","442,115","786,947","806,038","240,105","1,833,090","273,947"
327992,Ground or treated mineral & earth mfg,Firms,207,9,33,20,31,93,44,26,163,44
327992,Ground or treated mineral & earth mfg,Establishments,345,9,33,20,31,93,52,57,202,143
327992,Ground or treated mineral & earth mfg,Employment,"8,745",0,73,118,431,622,"1,424","2,105","4,151","4,594"
327992,Ground or treated mineral & earth mfg,"Annual Payroll ($1,000)","353,119",528,"2,790","4,393","16,269","23,980","51,815","76,505","152,300","200,819"
327992,Ground or treated mineral & earth mfg,"Receipts ($1,000)","2,337,445","3,618","14,614","24,941","83,961","127,134","257,653","442,630","827,417","1,510,028"
327993,Mineral wool mfg,Firms,195,10,37,35,31,113,40,19,172,23
327993,Mineral wool mfg,Establishments,298,10,37,35,32,114,41,60,215,83
327993,Mineral wool mfg,Employment,"19,486",0,86,209,428,723,"1,571","2,313","4,607","14,879"
327993,Mineral wool mfg,"Annual Payroll ($1,000)","797,165",324,"3,336","6,836","14,958","25,454","51,440","83,762","160,656","636,509"
327993,Mineral wool mfg,"Receipts ($1,000)","4,812,495","2,182","17,836","35,249","75,002","130,269","257,300","466,524","854,093","3,958,402"
327999,All other miscellaneous nonmetallic mineral product mfg,Firms,395,17,89,65,81,252,88,26,366,29
327999,All other miscellaneous nonmetallic mineral product mfg,Establishments,505,17,89,65,83,254,102,37,393,112
327999,All other miscellaneous nonmetallic mineral product mfg,Employment,"10,997",0,206,453,"1,066","1,725","2,835","2,057","6,617","4,380"
327999,All other miscellaneous nonmetallic mineral product mfg,"Annual Payroll ($1,000)","415,321","2,181","6,818","13,960","34,535","57,494","105,222","79,082","241,798","173,523"
327999,All other miscellaneous nonmetallic mineral product mfg,"Receipts ($1,000)","2,446,535","12,334","44,502","74,290","179,342","310,468","511,169","449,160","1,270,797","1,175,738"
331,Primary metal mfg,Firms,"5,154",379,"1,114",758,773,"3,024","1,223",547,"4,794",360
331,Primary metal mfg,Establishments,"6,229",379,"1,114",758,780,"3,031","1,278",765,"5,074","1,155"
331,Primary metal mfg,Employment,"501,038",0,"2,553","5,130","10,616","18,299","52,242","94,040","164,581","336,457"
331,Primary metal mfg,"Annual Payroll ($1,000)","21,623,206","147,849","82,483","154,682","335,827","720,841","1,804,599","3,472,568","5,998,008","15,625,198"
331,Primary metal mfg,"Receipts ($1,000)","139,461,013","1,145,234","546,624","795,229","1,505,331","3,992,418","8,931,207","18,903,763","31,827,388","107,633,625"
3311,Iron & steel mills & ferroalloy mfg,Firms,"1,149",157,296,208,186,847,166,58,"1,071",78
3311,Iron & steel mills & ferroalloy mfg,Establishments,"1,259",157,296,208,189,850,169,69,"1,088",171
3311,Iron & steel mills & ferroalloy mfg,Employment,"126,969",0,697,"1,434","2,421","4,552","6,235","10,102","20,889","106,080"
3311,Iron & steel mills & ferroalloy mfg,"Annual Payroll ($1,000)","6,519,279","97,771","23,782","45,663","73,631","240,847","223,665","442,653","907,165","5,612,114"
3311,Iron & steel mills & ferroalloy mfg,"Receipts ($1,000)","48,043,024","847,316","189,092","238,213","349,464","1,624,085","1,073,344","2,819,011","5,516,440","42,526,584"
33111,Iron & steel mills & ferroalloy mfg,Firms,"1,149",157,296,208,186,847,166,58,"1,071",78
33111,Iron & steel mills & ferroalloy mfg,Establishments,"1,259",157,296,208,189,850,169,69,"1,088",171
33111,Iron & steel mills & ferroalloy mfg,Employment,"126,969",0,697,"1,434","2,421","4,552","6,235","10,102","20,889","106,080"
33111,Iron & steel mills & ferroalloy mfg,"Annual Payroll ($1,000)","6,519,279","97,771","23,782","45,663","73,631","240,847","223,665","442,653","907,165","5,612,114"
33111,Iron & steel mills & ferroalloy mfg,"Receipts ($1,000)","48,043,024","847,316","189,092","238,213","349,464","1,624,085","1,073,344","2,819,011","5,516,440","42,526,584"
331111,Iron & steel mills,Firms,"1,135",157,295,208,184,844,166,53,"1,063",72
331111,Iron & steel mills,Establishments,"1,242",157,295,208,187,847,169,62,"1,078",164
331111,Iron & steel mills,Employment,"124,703",0,[f],"1,434",[g],"4,520","6,235","9,173","19,928","104,775"
331111,Iron & steel mills,"Annual Payroll ($1,000)","6,404,975","97,771",(D),"45,663",(D),"239,478","223,665","395,611","858,754","5,546,221"
331111,Iron & steel mills,"Receipts ($1,000)","47,168,039","847,316",(D),"238,213",(D),"1,618,306","1,073,344","2,477,051","5,168,701","41,999,338"
331112,Electrometallurgical ferroalloy product mfg,Firms,14,0,1,0,2,3,0,5,8,6
331112,Electrometallurgical ferroalloy product mfg,Establishments,17,0,1,0,2,3,0,7,10,7
331112,Electrometallurgical ferroalloy product mfg,Employment,"2,266",0,[a],0,[b],32,0,929,961,"1,305"
331112,Electrometallurgical ferroalloy product mfg,"Annual Payroll ($1,000)","114,304",0,(D),0,(D),"1,369",0,"47,042","48,411","65,893"
331112,Electrometallurgical ferroalloy product mfg,"Receipts ($1,000)","874,985",0,(D),0,(D),"5,779",0,"341,960","347,739","527,246"
3312,Steel product mfg from purchased steel,Firms,668,62,152,82,63,359,125,100,584,84
3312,Steel product mfg from purchased steel,Establishments,870,62,152,82,63,359,134,146,639,231
3312,Steel product mfg from purchased steel,Employment,"58,699",0,328,555,877,"1,760","5,113","16,940","23,813","34,886"
3312,Steel product mfg from purchased steel,"Annual Payroll ($1,000)","2,346,212","9,602","11,472","16,383","28,687","66,144","195,532","639,614","901,290","1,444,922"
3312,Steel product mfg from purchased steel,"Receipts ($1,000)","16,377,332","87,114","90,367","98,555","154,205","430,241","1,270,418","3,901,021","5,601,680","10,775,652"
33121,Iron & steel pipes & tubes mfg from purchased steel,Firms,205,18,33,20,18,89,39,35,163,42
33121,Iron & steel pipes & tubes mfg from purchased steel,Establishments,281,18,33,20,18,89,40,47,176,105
